"","iid","gender","match","samerace","race","goal","dec","attr","intel","prob","agediff"
"6207",403,1,0,1,2,5,0,5,6,3,6
"6208",403,1,0,1,2,5,0,5,7,2,4
"6209",403,1,1,1,2,5,1,5,7,5,0
"6210",403,1,0,1,2,5,0,4,6,4,2
"6211",403,1,0,1,2,5,1,6,6,5,11
"6212",403,1,0,0,2,5,1,5,6,6,3
"6213",404,1,0,1,2,2,1,6,7,3,15
"6214",404,1,0,0,2,2,0,5,6,4,10
"6215",404,1,0,1,2,2,1,7,5,4,1
"6216",404,1,1,1,2,2,1,7,7,4,5
"6217",404,1,1,1,2,2,1,8,6,9,4
"6218",404,1,1,1,2,2,1,9,7,7,0
"6219",404,1,1,1,2,2,1,7,7,6,2
"6220",404,1,0,1,2,2,0,5,8,5,3
"6221",404,1,1,1,2,2,1,8,8,6,2
"6222",404,1,0,1,2,2,1,9,8,6,1
"6223",404,1,1,1,2,2,1,8,8,8,2
"6224",404,1,1,0,2,2,1,2,7,9,7
"6225",404,1,0,1,2,2,1,8,7,6,5
"6226",404,1,1,1,2,2,1,7,7,5,3
"6227",404,1,0,1,2,2,0,3,7,4,1
"6228",404,1,1,1,2,2,1,6,7,7,1
"6229",404,1,0,1,2,2,0,6,8,4,10
"6230",404,1,0,0,2,2,0,5,7,4,2
"6231",405,1,0,0,1,4,0,6,10,2,8
"6232",405,1,0,1,1,4,0,5,10,5,3
"6233",405,1,0,0,1,4,0,7,10,5,6
"6234",405,1,0,0,1,4,0,NA,NA,NA,2
"6235",405,1,0,0,1,4,0,7,9,5,3
"6236",405,1,0,0,1,4,0,6,10,5,7
"6237",405,1,0,0,1,4,0,8,9,4,5
"6238",405,1,0,0,1,4,0,5,9,2,4
"6239",405,1,0,0,1,4,1,9,9,5,5
"6240",405,1,0,0,1,4,0,8,9,3,6
"6241",405,1,0,0,1,4,1,8,10,NA,9
"6242",405,1,0,0,1,4,0,3,10,5,0
"6243",405,1,0,0,1,4,1,7,10,5,2
"6244",405,1,0,0,1,4,1,7,10,5,4
"6245",405,1,0,0,1,4,0,5,10,5,8
"6246",405,1,0,0,1,4,0,6,10,5,6
"6247",405,1,0,0,1,4,0,5,10,6,3
"6248",405,1,0,0,1,4,0,NA,NA,NA,5
"6249",406,1,0,0,4,1,1,5,6,6,11
"6250",406,1,1,0,4,1,1,7,7,6,6
"6251",406,1,0,0,4,1,0,7,6,5,3
"6252",406,1,1,0,4,1,1,7,7,5,1
"6253",406,1,0,0,4,1,1,6,8,8,0
"6254",406,1,0,0,4,1,1,7,8,5,4
"6255",406,1,1,0,4,1,1,8,6,2,2
"6256",406,1,0,0,4,1,1,7,6,3,1
"6257",406,1,0,0,4,1,1,8,8,3,2
"6258",406,1,0,0,4,1,1,7,7,7,3
"6259",406,1,0,0,4,1,1,6,7,5,6
"6260",406,1,0,1,4,1,0,2,4,6,3
"6261",406,1,0,0,4,1,1,8,8,2,1
"6262",406,1,0,0,4,1,1,7,7,4,1
"6263",406,1,1,0,4,1,1,5,6,5,5
"6264",406,1,0,0,4,1,0,4,3,0,3
"6265",406,1,1,0,4,1,1,8,8,2,6
"6266",406,1,0,1,4,1,0,5,5,5,2
"6267",407,1,0,1,2,3,0,7,7,5,14
"6268",407,1,0,0,2,3,0,6,7,5,9
"6269",407,1,0,1,2,3,0,10,10,5,0
"6270",407,1,0,1,2,3,0,10,10,10,4
"6271",407,1,0,1,2,3,0,6,8,7,3
"6272",407,1,1,1,2,3,1,7,8,6,1
"6273",407,1,0,1,2,3,0,7,6,7,1
"6274",407,1,0,1,2,3,0,7,9,7,2
"6275",407,1,1,1,2,3,1,8,8,7,1
"6276",407,1,0,1,2,3,1,8,6,6,0
"6277",407,1,0,1,2,3,0,6,8,6,3
"6278",407,1,0,0,2,3,0,6,10,5,6
"6279",407,1,0,1,2,3,0,6,6,6,4
"6280",407,1,0,1,2,3,1,7,7,7,2
"6281",407,1,0,1,2,3,0,6,8,6,2
"6282",407,1,0,1,2,3,0,6,8,6,0
"6283",407,1,0,1,2,3,0,6,8,5,9
"6284",407,1,0,0,2,3,0,6,7,6,1
"6285",408,1,0,0,3,2,1,7,8,8,14
"6286",408,1,0,0,3,2,0,8,9,2,9
"6287",408,1,0,0,3,2,1,7,8,7,0
"6288",408,1,1,0,3,2,1,8,7,9,4
"6289",408,1,0,0,3,2,0,4,4,10,3
"6290",408,1,0,0,3,2,1,6,8,10,1
"6291",408,1,1,0,3,2,1,7,7,8,1
"6292",408,1,0,0,3,2,0,6,9,6,2
"6293",408,1,1,0,3,2,1,9,8,8,1
"6294",408,1,0,0,3,2,0,5,5,5,0
"6295",408,1,1,0,3,2,1,7,8,8,3
"6296",408,1,0,0,3,2,0,3,2.5,3,6
"6297",408,1,0,0,3,2,0,6,8,8,4
"6298",408,1,0,0,3,2,0,4,6,9,2
"6299",408,1,0,0,3,2,0,6,8,3,2
"6300",408,1,0,0,3,2,0,5,9,5,0
"6301",408,1,0,0,3,2,0,4,2,0,9
"6302",408,1,1,0,3,2,1,5,9,8,1
"6303",409,1,0,1,2,2,0,6,8,5,15
"6304",409,1,1,0,2,2,1,7,9,6,10
"6305",409,1,1,1,2,2,1,7,7,6,1
"6306",409,1,0,1,2,2,0,3,7,4,5
"6307",409,1,0,1,2,2,0,5,6,4,4
"6308",409,1,1,1,2,2,1,7,8,7,0
"6309",409,1,1,1,2,2,1,8,8,7,2
"6310",409,1,0,1,2,2,0,5,7,5,3
"6311",409,1,0,1,2,2,0,7,7,5,2
"6312",409,1,0,1,2,2,0,7,7,5,1
"6313",409,1,1,1,2,2,1,6,9,6,2
"6314",409,1,0,0,2,2,0,NA,NA,NA,7
"6315",409,1,0,1,2,2,0,7,8,6,5
"6316",409,1,0,1,2,2,0,6,8,6,3
"6317",409,1,0,1,2,2,0,4,8,5,1
"6318",409,1,0,1,2,2,0,6,9,5,1
"6319",409,1,0,1,2,2,0,7,7,6,10
"6320",409,1,0,0,2,2,0,7,7,6,2
"6321",410,1,0,1,2,1,1,7,10,6,11
"6322",410,1,0,0,2,1,0,6,10,5,6
"6323",410,1,0,1,2,1,0,4,5,5,3
"6324",410,1,0,1,2,1,0,7,6,5,1
"6325",410,1,0,1,2,1,0,6,4,4,0
"6326",410,1,0,1,2,1,0,5,4,5,4
"6327",410,1,1,1,2,1,1,9,5,8,2
"6328",410,1,0,1,2,1,0,5,4,5,1
"6329",410,1,0,1,2,1,0,7,5,5,2
"6330",410,1,0,1,2,1,0,5,3,1,3
"6331",410,1,1,1,2,1,1,7,8,8,6
"6332",410,1,0,0,2,1,0,2,3,10,3
"6333",410,1,1,1,2,1,1,7,8,3,1
"6334",410,1,0,1,2,1,0,5,5,5,1
"6335",410,1,0,1,2,1,0,5,8,6,5
"6336",410,1,0,1,2,1,0,5,7,5,3
"6337",410,1,0,1,2,1,0,4,8,1,6
"6338",410,1,0,0,2,1,0,3,3,4,2
"6339",411,1,0,1,2,3,0,7,9,7,4
"6340",411,1,0,0,2,3,0,7,10,4,1
"6341",411,1,0,1,2,3,0,6,6,4,10
"6342",411,1,0,1,2,3,1,7,7,7,6
"6343",411,1,0,1,2,3,1,7,6,5,7
"6344",411,1,0,1,2,3,0,8,7,7,11
"6345",411,1,0,1,2,3,0,8,7,8,9
"6346",411,1,0,1,2,3,0,5,8,7,8
"6347",411,1,1,1,2,3,1,10,8,6,9
"6348",411,1,0,1,2,3,0,8,6,4,10
"6349",411,1,0,1,2,3,1,10,9,7,13
"6350",411,1,0,0,2,3,0,4,7,8,4
"6351",411,1,0,1,2,3,0,6,8,6,6
"6352",411,1,0,1,2,3,0,5,8,8,8
"6353",411,1,0,1,2,3,0,5,7,8,12
"6354",411,1,0,1,2,3,0,6,8,7,10
"6355",411,1,0,1,2,3,0,8,10,4,1
"6356",411,1,0,0,2,3,0,4,8,7,9
"6357",412,1,0,1,2,1,0,7,9,6,11
"6358",412,1,0,0,2,1,1,8,8,6,6
"6359",412,1,0,1,2,1,1,7,8,5,3
"6360",412,1,0,1,2,1,0,6,8,5,1
"6361",412,1,1,1,2,1,1,8,9,7,0
"6362",412,1,1,1,2,1,1,8,8,8,4
"6363",412,1,0,1,2,1,0,7,8,6,2
"6364",412,1,1,1,2,1,1,8,8,7,1
"6365",412,1,1,1,2,1,1,9,7,8,2
"6366",412,1,0,1,2,1,0,7,5,7,3
"6367",412,1,0,1,2,1,1,8,9,4,6
"6368",412,1,0,0,2,1,0,7,7,7,3
"6369",412,1,0,1,2,1,1,8,8,8,1
"6370",412,1,0,1,2,1,1,8,8,8,1
"6371",412,1,0,1,2,1,0,5,9,7,5
"6372",412,1,0,1,2,1,0,7,6,6,3
"6373",412,1,0,1,2,1,0,7,8,5,6
"6374",412,1,0,0,2,1,0,6,8,7,2
"6375",413,1,0,1,2,1,0,7,7,5,12
"6376",413,1,0,0,2,1,0,5,6,5,7
"6377",413,1,0,1,2,1,0,6,6,3,2
"6378",413,1,0,1,2,1,0,7,6,4,2
"6379",413,1,0,1,2,1,0,7,6,7,1
"6380",413,1,0,1,2,1,0,8,7,7,3
"6381",413,1,0,1,2,1,0,8,7,7,1
"6382",413,1,0,1,2,1,0,6,8,7,0
"6383",413,1,0,1,2,1,0,9,7,7,1
"6384",413,1,0,1,2,1,0,7,6,5,2
"6385",413,1,1,1,2,1,1,9,6,7,5
"6386",413,1,0,0,2,1,0,5,7,6,4
"6387",413,1,0,1,2,1,0,7,7,5,2
"6388",413,1,0,1,2,1,0,7,7,6,0
"6389",413,1,0,1,2,1,0,6,6,7,4
"6390",413,1,0,1,2,1,0,6,7,5,2
"6391",413,1,0,1,2,1,0,6,6,5,7
"6392",413,1,0,0,2,1,0,6,6,5,1
"6393",414,1,0,1,2,6,1,10,9,NA,9
"6394",414,1,0,0,2,6,1,10,10,0,4
"6395",414,1,1,1,2,6,1,10,9,4,5
"6396",414,1,1,1,2,6,1,10,10,2,1
"6397",414,1,0,1,2,6,1,10,10,5,2
"6398",414,1,1,1,2,6,1,10,10,NA,6
"6399",414,1,1,1,2,6,1,10,10,5,4
"6400",414,1,0,1,2,6,1,10,10,5,3
"6401",414,1,1,1,2,6,1,10,10,5,4
"6402",414,1,0,1,2,6,1,10,10,5,5
"6403",414,1,0,1,2,6,1,10,10,5,8
"6404",414,1,1,0,2,6,1,6,5,0,1
"6405",414,1,0,1,2,6,1,8,7,2,1
"6406",414,1,0,1,2,6,1,10,10,5,3
"6407",414,1,1,1,2,6,1,10,10,4,7
"6408",414,1,0,1,2,6,1,7,6,2,5
"6409",414,1,0,1,2,6,1,7,8,1,4
"6410",414,1,1,0,2,6,1,8,8,1,4
"6411",415,1,0,1,2,1,1,5,5,5,7
"6412",415,1,0,0,2,1,1,5,5,5,2
"6413",415,1,0,1,2,1,1,5,5,5,7
"6414",415,1,0,1,2,1,1,5,5,5,3
"6415",415,1,0,1,2,1,1,5,5,5,4
"6416",415,1,0,1,2,1,1,5,5,5,8
"6417",415,1,0,1,2,1,1,5,5,5,6
"6418",415,1,0,1,2,1,1,5,5,5,5
"6419",415,1,0,1,2,1,1,5,5,5,6
"6420",415,1,0,1,2,1,1,5,5,5,7
"6421",415,1,0,1,2,1,1,5,5,5,10
"6422",415,1,1,0,2,1,1,5,5,5,1
"6423",415,1,0,1,2,1,1,5,5,5,3
"6424",415,1,0,1,2,1,1,5,5,5,5
"6425",415,1,0,1,2,1,1,5,5,5,9
"6426",415,1,0,1,2,1,1,5,5,5,7
"6427",415,1,0,1,2,1,1,5,5,5,2
"6428",415,1,0,0,2,1,1,5,5,5,6
"6429",416,0,1,0,3,6,1,6,6,5,1
"6430",416,0,1,0,3,6,1,7,7,5,5
"6431",416,0,1,0,3,6,1,6,8,5,1
"6432",416,0,0,0,3,6,0,3,7,5,3
"6433",416,0,1,0,3,6,1,5,7,5,1
"6434",416,0,0,0,3,6,0,5,6,5,3
"6435",416,0,1,0,3,6,1,5,8,5,2
"6436",416,0,1,0,3,6,1,7,6,5,2
"6437",417,0,1,1,2,1,1,6,7,7,3
"6438",417,0,0,1,2,1,0,6,7,6,1
"6439",417,0,0,0,2,1,1,4,9,6,5
"6440",417,0,0,1,2,1,0,3,8,5,1
"6441",417,0,0,1,2,1,0,3,4,3,5
"6442",417,0,0,1,2,1,0,4,7,5,1
"6443",417,0,0,0,2,1,1,7,8,8,2
"6444",417,0,0,1,2,1,0,8,7,5,2
"6445",418,0,0,0,4,6,0,7,8,5,1
"6446",418,0,0,0,4,6,0,6,7,5,5
"6447",418,0,0,1,4,6,0,7,7,7,1
"6448",418,0,0,0,4,6,0,5,7,6,3
"6449",418,0,0,0,4,6,0,4,6,4,1
"6450",418,0,0,0,4,6,0,4,6,5,3
"6451",418,0,0,1,4,6,0,6,9,6,2
"6452",418,0,0,0,4,6,0,8,7,5,2
"6453",419,0,1,1,2,4,1,4,6,8,2
"6454",419,0,0,1,2,4,0,6,6,2,2
"6455",419,0,0,0,2,4,0,2,7,8,4
"6456",419,0,0,1,2,4,0,3.5,7.5,8,0
"6457",419,0,0,1,2,4,0,1,7,1,4
"6458",419,0,0,1,2,4,1,8,8,8,0
"6459",419,0,0,0,2,4,1,5,8,8,1
"6460",419,0,0,1,2,4,1,4,6,8,1
"6461",420,0,1,1,2,5,1,10,10,8,4
"6462",420,0,0,1,2,5,0,5,8,6,8
"6463",420,0,1,0,2,5,1,8,9,7,2
"6464",420,0,0,1,2,5,0,4,7,7,6
"6465",420,0,0,1,2,5,0,6,9,6,2
"6466",420,0,0,1,2,5,0,7,7,3,6
"6467",420,0,0,0,2,5,0,6,8,4,5
"6468",420,0,0,1,2,5,0,7,7,8,5
"6469",421,0,0,0,4,1,1,6,8,6,1
"6470",421,0,1,0,4,1,1,7,9,6,5
"6471",421,0,0,1,4,1,0,4,7,5,1
"6472",421,0,0,0,4,1,0,2,8,5,3
"6473",421,0,0,0,4,1,0,2,7,2,1
"6474",421,0,0,0,4,1,0,6,8,5,3
"6475",421,0,1,1,4,1,1,7,9,8,2
"6476",421,0,0,0,4,1,1,7,8,6,2
"6477",422,1,1,0,2,2,1,9,9,9,1
"6478",422,1,1,1,2,2,1,8,8,9,3
"6479",422,1,0,0,2,2,1,8,9,8,1
"6480",422,1,1,1,2,2,1,8,9,8,2
"6481",422,1,1,1,2,2,1,9,9,8,4
"6482",422,1,0,0,2,2,0,9,8,7,1
"6483",423,1,1,0,2,2,1,6,7,7,5
"6484",423,1,0,1,2,2,0,6,6,5,1
"6485",423,1,0,0,2,2,0,7,8,7,5
"6486",423,1,0,1,2,2,0,7,8,4,2
"6487",423,1,0,1,2,2,1,7,7,6,8
"6488",423,1,1,0,2,2,1,7,6,7,5
"6489",424,1,1,0,4,2,1,9,7,7,1
"6490",424,1,0,0,4,2,0,6,8,7,5
"6491",424,1,0,1,4,2,1,7,8,6,1
"6492",424,1,0,0,4,2,0,6,8,6,4
"6493",424,1,1,0,4,2,1,7,7,6,2
"6494",424,1,0,1,4,2,1,8,7,6,1
"6495",425,1,0,0,2,2,1,5,9,6,3
"6496",425,1,0,1,2,2,0,5,8,5,1
"6497",425,1,0,0,2,2,1,8,9,5.5,3
"6498",425,1,0,1,2,2,0,7,9,3,0
"6499",425,1,0,1,2,2,1,7,8,4,6
"6500",425,1,0,0,2,2,1,8,8,6,3
"6501",426,1,1,0,2,2,1,8,5,7,1
"6502",426,1,0,1,2,2,0,3,5,6,5
"6503",426,1,0,0,2,2,0,4,6,4,1
"6504",426,1,0,1,2,2,0,6,6,4,4
"6505",426,1,0,1,2,2,1,9,8,9,2
"6506",426,1,0,0,2,2,0,4,4,2,1
"6507",427,1,0,0,2,1,0,5,8,6,3
"6508",427,1,0,1,2,1,0,4,8,5,1
"6509",427,1,0,0,2,1,0,6,9,7,3
"6510",427,1,0,1,2,1,0,6,9,8,0
"6511",427,1,0,1,2,1,0,6,9,7,6
"6512",427,1,0,0,2,1,0,5,8,4,3
"6513",428,1,1,0,4,3,1,8,8,5,2
"6514",428,1,0,0,4,3,0,5,7,7,2
"6515",428,1,0,1,4,3,1,7,7,6,2
"6516",428,1,0,0,4,3,0,4,8,5,1
"6517",428,1,0,0,4,3,1,8,6,5,5
"6518",428,1,1,1,4,3,1,8,6,5,2
"6519",429,1,1,0,2,2,1,8,8,6,2
"6520",429,1,0,1,2,2,0,5,9,6,2
"6521",429,1,0,0,2,2,1,7,9,6,2
"6522",429,1,0,1,2,2,0,NA,NA,NA,1
"6523",429,1,0,1,2,2,1,7,9,7,5
"6524",429,1,0,0,2,2,0,6,9,6,2
"6525",430,0,0,0,4,1,0,8,9,2,1
"6526",430,0,0,0,4,1,0,5,9,2,2
"6527",430,0,0,0,4,1,0,5,8,1,3
"6528",430,0,0,0,4,1,0,5,8,2,5
"6529",430,0,0,0,4,1,0,7,8,1,4
"6530",430,0,0,0,4,1,0,5,8,1,8
"6531",430,0,0,0,4,1,0,5,9,2,6
"6532",430,0,0,1,4,1,0,5,8,3,4
"6533",430,0,0,0,4,1,0,6,8,2,0
"6534",430,0,0,0,4,1,0,5,9,2,1
"6535",430,0,0,0,4,1,0,5,8,3,3
"6536",430,0,0,1,4,1,0,2,9,2,8
"6537",430,0,0,1,4,1,0,4,9,3,7
"6538",430,0,0,1,4,1,0,4,9,2,5
"6539",431,0,0,0,4,2,0,7,9,5,6
"6540",431,0,0,0,4,2,0,8,8,4,3
"6541",431,0,1,0,4,2,1,8,8,6,2
"6542",431,0,0,0,4,2,0,6,9,3,0
"6543",431,0,0,0,4,2,1,8,8,4,1
"6544",431,0,0,0,4,2,0,5,4,1,3
"6545",431,0,0,0,4,2,0,7,9,5,1
"6546",431,0,0,1,4,2,0,8,8,4,1
"6547",431,0,1,0,4,2,1,9,9,4,5
"6548",431,0,0,0,4,2,0,8,7,2,4
"6549",431,0,0,0,4,2,0,7,8,4,2
"6550",431,0,0,1,4,2,0,5,7,3,3
"6551",431,0,0,1,4,2,0,7,8,5,2
"6552",431,0,0,1,4,2,0,3,7,2,0
"6553",432,0,0,1,2,4,1,9,10,9,7
"6554",432,0,0,1,2,4,1,4,9,8,4
"6555",432,0,1,1,2,4,1,7,10,10,3
"6556",432,0,0,0,2,4,1,8,9,9,1
"6557",432,0,0,1,2,4,1,10,10,9,2
"6558",432,0,1,1,2,4,1,8,8,8,2
"6559",432,0,1,0,2,4,1,3,9,10,0
"6560",432,0,0,0,2,4,1,7,10,10,2
"6561",432,0,0,1,2,4,1,8,8,3,6
"6562",432,0,0,0,2,4,1,8,9,9,5
"6563",432,0,1,1,2,4,1,5,10,10,3
"6564",432,0,0,0,2,4,0,2,9,10,2
"6565",432,0,1,0,2,4,1,5,10,9,1
"6566",432,0,1,0,2,4,1,3,10,10,1
"6567",433,0,0,0,6,2,0,8,7,5,9
"6568",433,0,0,0,6,2,0,6,4,3,6
"6569",433,0,1,0,6,2,1,7,7,5,5
"6570",433,0,0,0,6,2,1,7,6,7,3
"6571",433,0,0,0,6,2,0,8,6,5,4
"6572",433,0,0,0,6,2,0,7,7,6,0
"6573",433,0,1,0,6,2,1,9,8,6,2
"6574",433,0,0,0,6,2,0,7,7,6,4
"6575",433,0,0,0,6,2,0,6,5,3,8
"6576",433,0,0,1,6,2,0,7,7,3,7
"6577",433,0,0,0,6,2,0,4,6,5,5
"6578",433,0,0,0,6,2,0,1,5,3,0
"6579",433,0,0,0,6,2,0,1,5,2,1
"6580",433,0,0,0,6,2,0,2,7,5,3
"6581",434,0,0,1,2,1,0,8,6,8,6
"6582",434,0,0,1,2,1,0,7,6,7,3
"6583",434,0,0,1,2,1,0,7,7,8,2
"6584",434,0,0,0,2,1,0,6,8,8,0
"6585",434,0,0,1,2,1,0,9,7,6,1
"6586",434,0,0,1,2,1,0,7,7,8,3
"6587",434,0,0,0,2,1,0,7,5,8,1
"6588",434,0,1,0,2,1,1,10,10,10,1
"6589",434,0,0,1,2,1,0,7,6,5,5
"6590",434,0,0,0,2,1,0,8,8,8,4
"6591",434,0,0,1,2,1,0,5,5,1,2
"6592",434,0,0,0,2,1,0,2,6,7,3
"6593",434,0,0,0,2,1,0,4,8,9,2
"6594",434,0,0,0,2,1,0,4,7,7,0
"6595",435,0,0,0,1,1,1,10,10,9,1
"6596",435,0,1,0,1,1,1,8,7,8,2
"6597",435,0,0,0,1,1,0,6,8,5,3
"6598",435,0,0,0,1,1,0,7,9,6,5
"6599",435,0,0,0,1,1,1,8,8,4,4
"6600",435,0,0,0,1,1,0,4,8,1,8
"6601",435,0,0,0,1,1,0,4,4,4,6
"6602",435,0,0,0,1,1,0,6,9,5,4
"6603",435,0,1,0,1,1,1,9,10,9,0
"6604",435,0,1,0,1,1,1,7,8,8,1
"6605",435,0,0,0,1,1,1,7,10,7,3
"6606",435,0,0,0,1,1,0,1,8,1,8
"6607",435,0,0,0,1,1,0,1,5,1,7
"6608",435,0,0,0,1,1,0,2,NA,1,5
"6609",436,0,0,1,2,1,1,10,10,10,2
"6610",436,0,0,1,2,1,1,10,10,10,1
"6611",436,0,0,1,2,1,0,7,8,10,2
"6612",436,0,0,0,2,1,0,7,9,10,4
"6613",436,0,0,1,2,1,0,10,9,10,3
"6614",436,0,0,1,2,1,0,8,9,10,7
"6615",436,0,0,0,2,1,0,7,9,10,5
"6616",436,0,0,0,2,1,0,7,9,10,3
"6617",436,0,1,1,2,1,1,10,10,10,1
"6618",436,0,1,0,2,1,1,10,10,10,0
"6619",436,0,0,1,2,1,0,7,8,10,2
"6620",436,0,0,0,2,1,0,7,9,10,7
"6621",436,0,0,0,2,1,0,7,10,10,6
"6622",436,0,0,0,2,1,0,7,8,10,4
"6623",437,0,0,1,2,1,1,10,10,6,2
"6624",437,0,1,1,2,1,1,7,9,NA,1
"6625",437,0,1,1,2,1,1,7,10,4,2
"6626",437,0,0,0,2,1,0,7,10,5,4
"6627",437,0,0,1,2,1,1,8,9,5,3
"6628",437,0,0,1,2,1,1,7,8,5,7
"6629",437,0,0,0,2,1,1,6,9,5,5
"6630",437,0,0,0,2,1,1,8,10,5,3
"6631",437,0,1,1,2,1,1,7,9,6,1
"6632",437,0,0,0,2,1,0,9,8,5,0
"6633",437,0,0,1,2,1,0,7,9,4,2
"6634",437,0,0,0,2,1,0,6,10,2,7
"6635",437,0,0,0,2,1,0,7,9,5,6
"6636",437,0,0,0,2,1,0,6,10,4,4
"6637",438,0,0,1,2,1,1,6,8,6,2
"6638",438,0,0,1,2,1,0,5,5,7,1
"6639",438,0,0,1,2,1,0,4,6,5,2
"6640",438,0,0,0,2,1,0,4,6,6,4
"6641",438,0,0,1,2,1,0,8,6,5,3
"6642",438,0,0,1,2,1,1,7,10,6,7
"6643",438,0,1,0,2,1,1,6,7,5,5
"6644",438,0,0,0,2,1,0,6,4,4,3
"6645",438,0,0,1,2,1,0,8,4,5,1
"6646",438,0,0,0,2,1,0,7,8,5,0
"6647",438,0,1,1,2,1,1,4,8,5,2
"6648",438,0,0,0,2,1,0,2,10,5,7
"6649",438,0,0,0,2,1,0,2,8,7,6
"6650",438,0,0,0,2,1,0,3,10,3,4
"6651",439,0,0,1,2,2,0,8,9,7,8
"6652",439,0,0,1,2,2,1,6,7,8,5
"6653",439,0,0,1,2,2,0,3,9,7,4
"6654",439,0,0,0,2,2,0,6,9,5,2
"6655",439,0,0,1,2,2,1,8,8,8,3
"6656",439,0,1,1,2,2,1,7,7,7,1
"6657",439,0,1,0,2,2,1,7,9,8,1
"6658",439,0,0,0,2,2,0,7,9,5,3
"6659",439,0,1,1,2,2,1,9,10,5,7
"6660",439,0,0,0,2,2,0,8,9,5,6
"6661",439,0,0,1,2,2,0,5,10,1,4
"6662",439,0,0,0,2,2,0,0,10,9,1
"6663",439,0,0,0,2,2,0,4,10,10,0
"6664",439,0,0,0,2,2,0,3,10,5,2
"6665",440,1,0,0,2,1,0,5,7,8,1
"6666",440,1,0,0,2,1,0,4,7,5,6
"6667",440,1,0,1,2,1,0,7,8,4,7
"6668",440,1,0,0,2,1,0,6,8,5,9
"6669",440,1,0,1,2,1,0,7,8,5,6
"6670",440,1,0,0,2,1,0,10,3,10,1
"6671",440,1,0,1,2,1,0,10,10,10,2
"6672",440,1,0,1,2,1,0,5,8,7,2
"6673",440,1,0,1,2,1,0,6,8,9,2
"6674",440,1,0,1,2,1,0,8,8,3,8
"6675",441,1,0,0,2,2,1,7,9,5,2
"6676",441,1,0,0,2,2,1,8,8,4,3
"6677",441,1,0,1,2,2,0,7,10,6,4
"6678",441,1,0,0,2,2,0,6,9,5,6
"6679",441,1,0,1,2,2,1,7,8,7,3
"6680",441,1,1,0,2,2,1,7,7,7,2
"6681",441,1,0,1,2,2,0,9,9,7,1
"6682",441,1,1,1,2,2,1,8,8,7,1
"6683",441,1,0,1,2,2,1,9,10,8,1
"6684",441,1,0,1,2,2,0,9,9,4,5
"6685",442,1,0,0,2,4,1,5,3,8,3
"6686",442,1,1,0,2,4,1,6,5,4,2
"6687",442,1,1,1,2,4,1,8,7,7,3
"6688",442,1,1,0,2,4,1,4,4,3,5
"6689",442,1,0,1,2,4,1,6,5,4,2
"6690",442,1,0,0,2,4,1,6,5,3,3
"6691",442,1,0,1,2,4,1,8,5,3,2
"6692",442,1,1,1,2,4,1,7,5,4,2
"6693",442,1,0,1,2,4,1,7,5,3,2
"6694",442,1,0,1,2,4,1,9,7,4,4
"6695",443,1,0,0,3,2,1,6,7,5,5
"6696",443,1,0,0,3,2,0,5,6,3,0
"6697",443,1,0,0,3,2,0,7,6,7,1
"6698",443,1,0,0,3,2,0,5,7,6,3
"6699",443,1,0,0,3,2,1,8,8,7,0
"6700",443,1,0,0,3,2,0,4,5,5,5
"6701",443,1,0,0,3,2,1,7,7,5,4
"6702",443,1,0,0,3,2,0,9,6,7,4
"6703",443,1,0,0,3,2,1,7,7,8,4
"6704",443,1,0,0,3,2,0,8,8,4,2
"6705",444,1,0,0,2,2,0,3,7,5,4
"6706",444,1,0,0,2,2,0,6,7,3,1
"6707",444,1,0,1,2,2,0,7,8,5,2
"6708",444,1,0,0,2,2,0,5,6,7,4
"6709",444,1,0,1,2,2,0,7,7,4,1
"6710",444,1,0,0,2,2,0,3,5,2,4
"6711",444,1,0,1,2,2,0,6,5,1,3
"6712",444,1,0,1,2,2,0,5,5,2,3
"6713",444,1,0,1,2,2,0,7,7,6,3
"6714",444,1,0,1,2,2,0,6,7,5,3
"6715",445,1,0,0,2,2,0,6,3,4,8
"6716",445,1,0,0,2,2,0,7,8,3,3
"6717",445,1,1,1,2,2,1,6,8,6,2
"6718",445,1,0,0,2,2,1,6,9,5,0
"6719",445,1,0,1,2,2,0,5,7,6,3
"6720",445,1,0,0,2,2,0,5,7,6,8
"6721",445,1,0,1,2,2,1,7,4,4,7
"6722",445,1,0,1,2,2,0,7,7,8,7
"6723",445,1,0,1,2,2,0,5,9,7,7
"6724",445,1,1,1,2,2,1,9,6,6,1
"6725",446,1,0,0,3,1,1,7,8,6,6
"6726",446,1,0,0,3,1,1,7,8,6,1
"6727",446,1,1,0,3,1,1,8,8,4,0
"6728",446,1,1,0,3,1,1,5,7,3,2
"6729",446,1,0,0,3,1,1,8,9,5,1
"6730",446,1,0,0,3,1,0,5,8,4,6
"6731",446,1,0,0,3,1,1,7,7,4,5
"6732",446,1,0,0,3,1,0,5,8,5,5
"6733",446,1,1,0,3,1,1,8,7,5,5
"6734",446,1,1,0,3,1,1,9,8,4,1
"6735",447,1,0,1,4,1,0,5,7,4,4
"6736",447,1,0,1,4,1,0,2,4,1,1
"6737",447,1,0,0,4,1,0,6,7,8,2
"6738",447,1,0,0,4,1,0,5,6,4,4
"6739",447,1,1,0,4,1,1,9,8,7,1
"6740",447,1,0,0,4,1,0,6,8,4,4
"6741",447,1,0,0,4,1,0,7,6,3,3
"6742",447,1,0,0,4,1,0,6,6,4,3
